date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:33:48	15315/15315	---M-Z	200	added ('OK')	text/javascript	etag:%223bd3-638428a0beb96-gzip%22	https://thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=9.9.5	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.mindaac.js	(from https://thetuscanpaw.com/)
11:33:49	2346/2346	---M-Z	200	added ('OK')	text/javascript	etag:%2292a-638428a0a45ed-gzip%22	https://thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=9.9.5	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.mindaac.js	(from https://thetuscanpaw.com/)
11:33:50	14395/14395	---M-Z	200	added ('OK')	text/javascript	etag:%22383b-633614d5eb6d0-gzip%22	https://thetuscanpaw.com/wp-content/plugins/gtranslate/js/flags.js?ver=6.8.1	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/gtranslate/js/flags0899.js	(from https://thetuscanpaw.com/)
11:33:51	4776/4776	---M-Z	200	added ('OK')	text/javascript	etag:%2212a8-626c688a6d5e4-gzip%22	https://thetuscanpaw.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://thetuscanpaw.com/)
11:33:52	2073/2073	---M-Z	200	added ('OK')	text/javascript	etag:%22819-63835c852bf95-gzip%22	https://thetuscanpaw.com/wp-content/plugins/google-listings-and-ads/js/build/gtag-events.js?ver=5a4e71ac555fd7fba253	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/google-listings-and-ads/js/build/gtag-eventsa900.js	(from https://thetuscanpaw.com/)
11:33:53	6248/6248	---M-Z	200	added ('OK')	text/javascript	etag:%221868-636cb2fe4224e-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min2801.js	(from https://thetuscanpaw.com/)
11:33:54	9141/9141	---M-Z	200	added ('OK')	text/javascript	etag:%2223b5-61bf866de76ce-gzip%22	https://thetuscanpaw.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-includes/js/dist/i18n.minc33c.js	(from https://thetuscanpaw.com/)
11:33:55	24210/24210	---M-Z	200	added ('OK')	text/javascript	etag:%225e92-636cb2fe562cd-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/js/frontend.min2801.js	(from https://thetuscanpaw.com/)
11:33:56	44708/44708	---M-Z	200	added ('OK')	text/javascript	etag:%22aea4-636cb2fe42a31-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min2801.js	(from https://thetuscanpaw.com/)
11:33:57	664/664	---M--	200	added ('OK')	font/woff2	etag:%22298-637adfe56efb8%22	https://thetuscanpaw.com/wp-content/themes/blocksy/static/fonts/stars.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/themes/blocksy/static/fonts/stars.woff2	(from https://thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/main.min.css?ver=2.1.0)
11:33:58	2760/2760	---M--	200	added ('OK')	font/woff2	etag:%22ac8-637adfe56f767%22	https://thetuscanpaw.com/wp-content/themes/blocksy/static/fonts/woo.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/themes/blocksy/static/fonts/woo.woff2	(from https://thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/woocommerce.min.css?ver=2.1.0)
11:33:59	39456/39456	---M--	200	added ('OK')	font/woff2	etag:%229a20-6308c0bcbe942%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkc3kawzu.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:00	24576/24576	---M--	200	added ('OK')	font/woff2	etag:%226000-6308c0bccb07f%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkankawzu.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:01	4468/4468	---M--	200	added ('OK')	font/woff2	etag:%221174-6308c0bcd21d9%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcnkawzu.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:02	18800/18800	---M--	200	added ('OK')	font/woff2	etag:%224970-6308c0bcdb632%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbxkawzu.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:03	44336/44336	---M--	200	added ('OK')	font/woff2	etag:%22ad30-6308c0bce526c%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkenkawzu.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:04	22288/22288	---M--	200	added ('OK')	font/woff2	etag:%225710-6308c0bceee96%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkahkawzu.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:05	13888/13888	---M--	200	added ('OK')	font/woff2	etag:%223640-6308c0bcf6f86%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkcxkawzu.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:06	28536/28536	---M--	200	added ('OK')	font/woff2	etag:%226f78-6308c0bcffc2f%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkchkawzu.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:07	44192/44192	---M--	200	added ('OK')	font/woff2	etag:%22aca0-6308c0bd08cb5%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbnka.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo5cnqeu92fr1mu53zec9_vu3r1gihoszmkbnka.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:08	35568/35568	---M--	200	added ('OK')	font/woff2	etag:%228af0-6308c0bfa9247%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3gubgee.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3gubgee.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:09	22796/22796	---M--	200	added ('OK')	font/woff2	etag:%22590c-6308c0bfb2699%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3iubgee.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3iubgee.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:10	4340/4340	---M--	200	added ('OK')	font/woff2	etag:%2210f4-6308c0bfba77d%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3cubgee.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3cubgee.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:11	17628/17628	---M--	200	added ('OK')	font/woff2	etag:%2244dc-6308c0bfc3061%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3-ubgee.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:12	40572/40572	---M--	200	added ('OK')	font/woff2	etag:%229e7c-6308c0bfcd89b%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamawcubgee.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:13	20408/20408	---M--	200	added ('OK')	font/woff2	etag:%224fb8-6308c0bfd70a8%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamaxkubgee.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluamaxkubgee.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:14	13004/13004	---M--	200	added ('OK')	font/woff2	etag:%2232cc-6308c0bfdf592%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3oubgee.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3oubgee.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:15	26428/26428	---M--	200	added ('OK')	font/woff2	etag:%22673c-6308c0bfead17%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3kubgee.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:16	40128/40128	---M--	200	added ('OK')	font/woff2	etag:%229cc0-6308c0bff41a2%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/roboto-kfo7cnqeu92fr1me7ksn66agldtyluama3yuba.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915)
11:34:17	32284/32284	---M--	200	added ('OK')	font/woff2	etag:%227e1c-6308c0c21f42e%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufa5qw54a.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742227917)
11:34:18	21272/21272	---M--	200	added ('OK')	font/woff2	etag:%225318-6308c0c227550%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufj5qw54a.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742227917)
11:34:19	2184/2184	---M--	200	added ('OK')	font/woff2	etag:%22888-6308c0c22f9fd%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufb5qw54a.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742227917)
11:34:20	14852/14852	---M--	200	added ('OK')	font/woff2	etag:%223a04-6308c0c237ad6%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufo5qw54a.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufo5qw54a.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742227917)
11:34:21	9872/9872	---M--	200	added ('OK')	font/woff2	etag:%222690-6308c0c241353%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufc5qw54a.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufc5qw54a.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742227917)
11:34:22	20760/20760	---M--	200	added ('OK')	font/woff2	etag:%225118-6308c0c24a392%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufd5qw54a.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742227917)
11:34:23	34328/34328	---M--	200	added ('OK')	font/woff2	etag:%228618-6308c0c2543f7%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-bngmuxzytxpivibgjjsb6ufn5qu.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742227917)
11:34:24	9596/9596	---M--	200	added ('OK')	font/woff2	etag:%22257c-6308c0c264da5%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizhrevnn1dox-zrz2x3pzvktiua41yjgx7msno.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizhrevnn1dox-zrz2x3pzvktiua41yjgx7msno.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:25	12984/12984	---M--	200	added ('OK')	font/woff2	etag:%2232b8-6308c0c26cab2%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizhrevnn1dox-zrz2x3pzvktiua41yjih7msno.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizhrevnn1dox-zrz2x3pzvktiua41yjih7msno.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:26	6260/6260	---M--	200	added ('OK')	font/woff2	etag:%221874-6308c0c274ba0%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizhrevnn1dox-zrz2x3pzvktiua41yjg37msno.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizhrevnn1dox-zrz2x3pzvktiua41yjg37msno.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:27	15892/15892	---M--	200	added ('OK')	font/woff2	etag:%223e14-6308c0c292853%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizhrevnn1dox-zrz2x3pzvktiua41yjgn7msno.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizhrevnn1dox-zrz2x3pzvktiua41yjgn7msno.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:28	20348/20348	---M--	200	added ('OK')	font/woff2	etag:%224f7c-6308c0c29bc91%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizhrevnn1dox-zrz2x3pzvktiua41yjjh7m.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizhrevnn1dox-zrz2x3pzvktiua41yjjh7m.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:29	9860/9860	---M--	200	added ('OK')	font/woff2	etag:%222684-6308c0c2a4136%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua4_oym1tpjeog.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua4_oym1tpjeog.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:30	13780/13780	---M--	200	added ('OK')	font/woff2	etag:%2235d4-6308c0c2aba74%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua4_oym13pjeog.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua4_oym13pjeog.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:31	6252/6252	---M--	200	added ('OK')	font/woff2	etag:%22186c-6308c0c2b37c8%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua4_oym1bpjeog.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua4_oym1bpjeog.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:32	16124/16124	---M--	200	added ('OK')	font/woff2	etag:%223efc-6308c0c2bcfe4%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua4_oym1fpjeog.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua4_oym1fpjeog.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:33	21192/21192	---M--	200	added ('OK')	font/woff2	etag:%2252c8-6308c0c2c586e%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua4_oym1npjq.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua4_oym1npjq.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:34	10000/10000	---M--	200	added ('OK')	font/woff2	etag:%222710-6308c0c2cd55a%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua454xm1tpjeog.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua454xm1tpjeog.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:35	13960/13960	---M--	200	added ('OK')	font/woff2	etag:%223688-6308c0c2d5623%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua454xm13pjeog.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua454xm13pjeog.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:36	6304/6304	---M--	200	added ('OK')	font/woff2	etag:%2218a0-6308c0c2ddb00%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua454xm1bpjeog.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua454xm1bpjeog.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:37	16048/16048	---M--	200	added ('OK')	font/woff2	etag:%223eb0-6308c0c2e6fac%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua454xm1fpjeog.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua454xm1fpjeog.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:38	21248/21248	---M--	200	added ('OK')	font/woff2	etag:%225300-6308c0c2f0487%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua454xm1npjq.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizgrevnn1dox-zrz2x3pzvktiua454xm1npjq.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
11:34:39	10052/10052	---M--	200	added ('OK')	font/woff2	etag:%222744-6308c0c2f8116%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizbrevnn1dox-zrz2x3pzvktiua6zgtjmbi.woff2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/fonts/ibmplexserif-jizbrevnn1dox-zrz2x3pzvktiua6zgtjmbi.woff2	(from https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920)
